cv_algo	cv_param1	cv_param2	cv_val1	cv_val2	algo	level	mq_cnt	nc_cnt	sample_id	sample_type	best_cluster	best_match	majority_rule
hdbscan	min_cluster_size	min_samples	50.0	10	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	10	denovo	strain	22	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	10	denovo	exact	22	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	hdbscan	strain	23	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	hdbscan	exact	22	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	intersect	strain	25	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	intersect	exact	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	denovo	strain	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	15	denovo	exact	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	hdbscan	strain	24	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	hdbscan	exact	23	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	intersect	strain	25	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	intersect	exact	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	ocsvm	strain	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	denovo	strain	18	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	25	denovo	exact	18	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	hdbscan	strain	20	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	hdbscan	exact	20	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	intersect	strain	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	intersect	exact	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	denovo	strain	19	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	40	denovo	exact	19	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	hdbscan	strain	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	hdbscan	exact	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	intersect	strain	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	intersect	exact	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	ocsvm	strain	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	denovo	strain	18	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	50.0	50	denovo	exact	18	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	hdbscan	strain	22	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	hdbscan	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	intersect	strain	27	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	intersect	exact	26	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	denovo	strain	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	5	denovo	exact	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	hdbscan	strain	24	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	hdbscan	exact	23	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	intersect	strain	27	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	intersect	exact	26	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	denovo	strain	22	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	10	denovo	exact	22	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	hdbscan	strain	23	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	hdbscan	exact	22	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	intersect	strain	25	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	intersect	exact	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	denovo	strain	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	15	denovo	exact	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	hdbscan	strain	23	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	hdbscan	exact	23	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	intersect	strain	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	intersect	exact	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	ocsvm	strain	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	ocsvm	exact	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	denovo	strain	18	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	25	denovo	exact	18	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	hdbscan	strain	20	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	hdbscan	exact	20	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	intersect	strain	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	intersect	exact	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	denovo	strain	20	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	40	denovo	exact	20	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	hdbscan	strain	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	hdbscan	exact	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	intersect	strain	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	intersect	exact	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	ocsvm	strain	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	denovo	strain	18	14	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	50	denovo	exact	18	14	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	hdbscan	strain	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	hdbscan	exact	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	intersect	strain	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	intersect	exact	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	denovo	strain	14	11	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	75.0	75	denovo	exact	14	11	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	hdbscan	strain	22	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	hdbscan	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	intersect	strain	27	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	intersect	exact	26	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	denovo	strain	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	5	denovo	exact	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	hdbscan	strain	24	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	hdbscan	exact	23	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	intersect	strain	27	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	intersect	exact	26	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	denovo	strain	22	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	10	denovo	exact	22	15	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	hdbscan	strain	24	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	hdbscan	exact	23	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	intersect	strain	26	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	intersect	exact	25	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	ocsvm	strain	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	denovo	strain	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	15	denovo	exact	19	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	hdbscan	strain	23	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	hdbscan	exact	23	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	intersect	strain	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	intersect	exact	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	ocsvm	strain	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	ocsvm	exact	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	denovo	strain	18	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	25	denovo	exact	18	12	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	hdbscan	strain	20	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	hdbscan	exact	20	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	intersect	strain	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	intersect	exact	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	ocsvm	strain	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	denovo	strain	19	16	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	40	denovo	exact	19	16	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	hdbscan	strain	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	hdbscan	exact	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	intersect	strain	23	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	intersect	exact	23	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	ocsvm	strain	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	denovo	strain	17	14	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	50	denovo	exact	17	14	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	hdbscan	strain	19	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	hdbscan	exact	19	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	intersect	strain	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	intersect	exact	22	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	denovo	strain	13	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	75	denovo	exact	13	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	hdbscan	strain	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	hdbscan	exact	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	intersect	strain	23	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	intersect	exact	23	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	denovo	strain	11	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	100.0	100	denovo	exact	11	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	hdbscan	strain	21	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	hdbscan	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	intersect	strain	25	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	intersect	exact	24	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	ocsvm	strain	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	ocsvm	exact	19	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	denovo	strain	16	11	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	5	denovo	exact	16	11	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	hdbscan	strain	23	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	hdbscan	exact	22	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	intersect	strain	26	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	intersect	exact	25	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	denovo	strain	19	14	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	10	denovo	exact	19	14	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	hdbscan	strain	22	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	hdbscan	exact	21	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	intersect	strain	25	23	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	intersect	exact	24	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	ocsvm	strain	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	ocsvm	exact	20	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	denovo	strain	15	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	15	denovo	exact	15	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	hdbscan	strain	21	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	hdbscan	exact	21	19	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	intersect	strain	22	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	intersect	exact	22	21	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	ocsvm	strain	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	ocsvm	exact	21	18	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	denovo	strain	14	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	25	denovo	exact	14	10	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	40	hdbscan	strain	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	40	hdbscan	exact	21	20	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
hdbscan	min_cluster_size	min_samples	125.0	40	intersect	strain	23	22	Gastrointestinal_4	Gastrointestinal	12	Gastrointestinal_12	MR
